text,funny
The Camel Going To Seek Horns Lost His Ears,0
"The Canadiens defeated the Rosebuds three games to two in the best of five games series , winning the Stanley Cup for the first time in team history.",0
The Canadiens defeated the Rosebuds three games to two in the best-of-five game series.,0
"The Canadiens finished first in the NHA for the first time in 1913 - 14 , in a tie with the Toronto Blueshirts.",0
"The Canadiens won the first half , and Toronto the second half.",0
"The canonical writings of the New Testament , as well as other written sources from the Early Church , provide some insights into James ' life and his role in the Early Church.",0
The Cap Fits,0
The Cape appeared on early sixteenth century maps as Cape Raso and its name may derive from a cape of the same name at the mouth of the Tagus River in Portugal.,0
"The Cape May Bird Observatory , as part of the New Jersey Audubon Society , also helps to organize the World Series of Birding each May.",0
"The Cape May Bird Observatory was founded in 1975 in Cape May , New Jersey , United States.",0
"The car mechanic handed the bill to the man and said,"" think of it this way, you came in with a junky car and came out with an expensive one",1
The card catalog was saved from fire damage and much of the lost book collection was replaced.,0
The Cask Savours Of The First Fill,0
The Cat Shuts Its Eyes When Stealing Cream,0
The Cat Would Eat Fish And Would Not Wet Her Paws,0
The category name is defined in.,0
"The caterpillar is banded with yellow , black , and white stripes.",0
The cause of death was heart attack.,0
"The CBO became a full time organization in 1944 , changing its name to the City of Birmingham Symphony Orchestra in 1948.",0
"The CD was recorded live at Symphony Space in New York City on May 9 and 16 , 2005.",0
"The center of this cult was in uten-ha/Sa-ka / Cynopolis , a place whose Greek name simply means `` city of dogs ''.",0
"The ceremony at the Kroll Opera House had the effect of reassuring many Germans , especially conservative Germans , that life would be fine under the new regime.",0
The Chain Is No Stronger Than Its Weakest Link,0
"The chair was enshrined in its new home with great celebration of January 16 , 1666.",0
The chances of you dying on the way to get your lottery tickets are greater than your chances of winning.,1
The chapters are prayers and songs from the Old and New Testaments.,0
"The character Angel was first seen in the first episode and became a regular , appearing in the opening credits during Seasons Two and Three.",0
The Children 's Zoo contains an indoor structure for children to play in.,0
The children live with the mother for seven years.,0
The Christmas Island Pipistrelle has declined dramatically in the last two decades.,0
"The chrysalis is dark brown or rarely tan , with gold eyes and short gold lateral and subdorsal cones.",0
The Church of England soon followed suit.,0
The city has received national recognition as the hometown of former First Lady Laura Bush and the childhood home of former President George W. Bush.,0
"The city is also home to the headquarters of U-HAUL International , a rental company and moving supply store , as well Best Western , a hotel chain.",0
The city is first documented in 1246.,0
The civil protection agency head Antonio Cunha closed all schools as a precautionary measure.,0
The class contains two extant subclasses.,0
"The claw of a freshly caught lobster is full and fleshy , not atrophied.",0
"The client may make many changes to a datum in the cache , and then explicitly notify the cache to write back the datum.",0
The closest to perfection most people ever get is when they're filling out a job application.,1
"The closing credits show Mei and Satsuki 's mother returning home and feature scenes of Satsuki and Mei playing with other children , with Totoro and his friends as unseen observers.",0
The club has only ever played one home fixture at another venue.,0
"The club was founded in 1892 after the merger of two local clubs , Newcastle East End and Newcastle West End.",0
The clypeus is one of the sclerites that makes up the `` face '' of an arthropod.,0
The Cobbler Should Stick To His Last,0
The Cobbler's Wife Is The Worst Shod,0
The collection includes local textile work as well as religious artifacts.,0
The colonizing population may diversify rapidly to take advantage of all possible niches.,0
The combination of new weapons and tactics have caused many historians to consider this battle the beginning of the end of classic chivalry.,0
"The common misconception that polar bears live in Antarctica is crazy, that place is unbearable.",1
"The companion stars may be either ordinary stars , white dwarfs or other neutron stars.",0
The company 's full name is Lidl Stiftung & Co..,0
The company also hosts an annual holiday book drive to collect books for disadvantaged children.,0
"The company also offers Absolute distilled drinking water , the second biggest selling bottled water brand in the market behind SMC 's Wilkins , and Summit mineral water.",0
The company became one of the leaders of the independent film revolution of the 1990s.,0
The company continued its activity under the name `` Vacheron & Constantin ''.,0
The company enter the black forest of Mirkwood without Gandalf.,0
"The company initially performed at the Old Vic , their first production being Hamlet , directed by Olivier and starring Peter O'Toole.",0
"The company later abandoned this approach in favor of attempting to make Linux applications easy to download , install and use.",0
The company was established in 1854.,0
The Company was formed in 1865 and continued to produce locomotives and carry out general engineering work until 1965.,0
The Company was founded in October 2007.,0
"The company was incorporated as Universal Pictures Company , Inc. in 1925.",0
"The computer beat me at chess, but I can sure as heck beat it at kickboxing.",1
"The concerto is structured in two movements , each further divided into two sections.",0
"The condemned man would usually be sentenced to the short drop method of hanging , so that the neck would not break.",0
The condition attached to the construction was that the Devil would get the soul of the first to pass over the bridge.,0
"The connotation is a symbol of love and affection , not in the way of a rose , but a symbol of true love.",0
The contestants were told that there were two immunity necklaces on the beach : one for the first man and one for the first woman to claim them.,0
The contract with Kyocera that gave the company naming rights expired in early 2008.,0
"The corresponding word in Greek is , meaning `` a set of three '' or `` the number three ''.",0
The county 's main river gives it its name : the DÃ¢mboviÅ£a River.,0
The county boundaries of England have changed little over time.,0
"The couple had numerous children , one of whom , Francesco , became a painter.",0
"The couple had three children : Anna Christina , born 1983 , Philip Immanuel , born 1985 and Laura Helene , born 1986.",0
"The couple had two children , Millard Powers Fillmore and Mary Abigail Fillmore.",0
The couple have three children and currently reside in Los Angeles.,0
The covers for the later Give Yourself Goosebumps series were done by Craig White.,0
"The Crinkle-collared Manucode , Manucodia chalybatus is a medium-sized , up to 36 cm long , greenish blue , black and purple glossed bird of paradise with long graduated tail , red iris and iridescent green breast feathers.",0
The current crest is a modified version of the one first adopted in the 1920s.,0
The custom of gold-silver-bronze for the first three places dates from the 1904 games and has been copied for many other sporting events.,0
The dam was never rebuilt.,0
The Dannebrog was better liked than any.,0
The Darkest Hour Is That Before The Dawn,0
The Darkest Place Is Under The Candlestick,0
The date is usually put somewhere in the early 11th century in all three Scandinavian countries.,0
The daughter crystals had many additional imperfections.,0
The deadly Islamist attack at a Somali beachside restaurant.  ,0
The debate on the UK remaining in the EU continues. But what would Brexit look like?  ,0
The Delta begins slightly down-river from Cairo.,0
"The demons are able to take Gabrielle to Hell , where she comes face to face with the demonic form of Callisto.",0
"The Dentist says, ""When was the last time you flossed?"" The Patient replies, ""You should know, you were there!""",1
"The Deputy Commissioner , Miles Irving , did not know the background of these two men and suspected a deeper conspiracy , and so ordered the arrest of the two men.",0
The devil 's stone weighs 220 tons and stands near GÃ¶schenen.,0
The Devil Is Not So Black As He Is Painted,0
The Devil Knows Many Things Because He Is Old,0
The Devil Lurks Behind The Cross,0
The Devil Rebuking Sin,0
The difference between in-laws and outlaws? Outlaws are wanted.,1
The difference between the right word and almost the right word is the difference between lightning and the lightning bug.,1
The disease can last initially from 10-20 days and can rebreak when the dog is put into a stressful situation which puts stress on the dog 's immune system.,0
The distances involved may be short or long.,0
The doctor who did my circumcision was terrible. He got the sack.,1
The Document may contain zero Invariant Sections.,0
"The Dogs Bark, But The Caravan Goes On",0
"The door which leads to the counter has two knobs , one on the right and one on the left.",0
The downside of being a bomb disposal technician? It takes me six hours to open my Christmas presents.,1
"The Draft took place live for three hours on WWE 's flagship program , Raw on USA Network.",0
"The ducks appear one or two at a time , and the player is given three shots to shoot them down.",0
"The Duke then goes to Zidler , complaining that Satine is spending too much time with Christian and Zidler tells him that Satine will be there to have supper with him.",0
The Dutch Have Taken Holland ! ,0
The Eagles guitarist Glenn Frey dead at 67,0
"The earliest chansons were for two , three or four voices , with first three becoming the norm , expanding to four voices by the sixteenth century.",0
The Early Bird Catches The Worm,0
The early settlers were American immigrants from New York state.,0
The early Spartans believed helmets were unnecessary and boxing prepared them for the inevitable blows to the head they would receive in battle.,0
The ears are very long and rounded.,0
The Earth of the early Archean may have had a different tectonic style.,0
The eastern boundary of Rensselaer County runs along the New York-Vermont and New York-Massachusetts borders.,0
"The eastern end has retained much original glass , which is rare in England.",0
The eastern half of the state lies in the rain shadow of the Wasatch Mountains.,0
"The eastern part is lower , and is a well known wine region . The German Wine Route passes through the Palatinate wine region.",0
The Ediacaran Period represents the time from the end of global Marinoan glaciation to the first appearance worldwide of somewhat complicated trace fossils.,0
The elements are rotated every two years while a yin and yang association alternates every year.,0
The empty line must consist of only and no other whitespace.,0
The empty string is still a string upon which string operations may be attempted.,0
The End Crowns The Work,0
The End Justifies The Means,0
"The entire United States did not finally come under the influence of time zones until 1905 , when Detroit finally established standard time.",0
The entrance is located on present day Place Denfert-Rochereau.,0
The Epistle to the Hebrews is one of the books in the New Testament.,0
The EU has formally abandoned the idea that its members are heading to ever closer union:  ,0
"The Eurasian Wolf , also known as the Common Wolf , European Wolf and Carpathian Wolf is a subspecies of the Grey Wolf.",0
The European honey bee or western honey bee is a species of honey bee.,0
The event continued to promote under The Great American Bash name before changing to The Bash in 2009 . The event chronology of The Great American Bash continues to run under The Bash name.,0
The event was the third WrestleMania at Madison Square Garden but the fourth to take place in the New York metropolitan area.,0
The Evils We Bring On Ourselves Are Hardest To Bear,0
The Exception Proves The Rule,0
The Exchange: Garry Kasparov forecasts bloody regime change in Russia.,0
"The explosion would have been seen from miles away , and heard from further away still.",0
The Expos lost the game 10-4.,0
The extreme materialism of this work excited so much opposition that he was compelled to give up his post at TÃ¼bingen.,0
"The eye may also represent secrecy , again playing on the ambiguous lack of detail about the old man or the narrator.",0
The Face Is The Index Of The Mind,0
The Falling Out Of Lovers Is The Renewing Of Love,0
"The family - mother , father , old woman , young man , baby , and dog - are attempting to eat pieces of metal , such as chains , bicycle handlebars , and rifles.",0
"The family contains just four species in two genera , one of which is monotypic.",0
"The family live in Winchester , Massachusetts.",0
"The fantasy world , which is a reflection on their lives , comes to life through their eyes as they explore the surroundings.",0
The Fat Is In The Fire,0
The female is 9.5-11 centimetres long.,0
"The female potoroos can have two babies in a year , while carrying only one at a time.",0
The females give birth to live young.,0
The festival also shows classics nature documentaries like `` Serengeti Shall Not Die ''.,0
The festival take place at Rockefeller Music Hall.,0
The fields and must be specified.,0
The fight lasted for almost two centuries.,0
The fight we had last night was my fault. My wife asked me what was on the TV and I said dust.,1
"The filling for pyrohy may be sweet and contain cottage cheese , or fruits like apple , plums or various berries.",0
"The film features a new Oasis song also called `` Lord Don't Slow Me Down '' , written by Noel Gallagher and recorded during the Don't Believe the Truth sessions , Gallagher described it as being `` one of the best things , like The Who , The Yardbirds and the Jeff Beck Group combined , and it 's got two drum solos on it ! ''.",0
The film is set in New York City and Los Angeles.,0
"The film received eight Academy Awards , including Best Picture , Best Actor and Best Director.",0
"The film was nominated for an Academy Award as Best Short Film , Live Action.",0
The final three men in the match were The Rock and Jericho vs. Austin.,0
The final two teams in the Eastern conference and Western Conference face off.,0
The Firefox 2.0 instructions may not work on all browsers in the Mozilla family.,0
"The first , simple optical printers were constructed early in the 1920s.",0
"The first `` true '' seeds are described from the upper Devonian , which is probably the theater of their true first evolutionary radiation.",0
"The first 2009 Stock train entered passenger service on 21 July 2009 , and one new train will enter service every two weeks from early 2010.",0
The first aboriginal settlers of Australia may have encountered living Megalania.,0
The first and second acts describe Harry Luckless 's attempts at romance and his efforts to make money by writing plays.,0
The first award was made to Edward Ardizzone for Tim All Alone in 1956.,0
"The first Bahrain Grand Prix took place on 4 April 2004 , making history as the first Formula One Grand Prix to be held in the Middle East.",0
The first bison ever born in captivity was born in Lincoln Park.,0
The First Blow Is Half The Battle,0
The first cemetery in Victoria was established at Point Gellibrand at this time.,0
The first challenges to the many anti-Viking images in Britain emerged in the 17th century.,0
The first column displays the header and the second column contains the parameter name.,0
"The first company of pioneers arrived in the area May 2 , 1900 , and began the construction of the Sidon Canal to bring water to the town from the Shoshone River.",0
"The first edition of the latest version of the Tour of Britain took place over five days in early September 2004 , organised by SweetSpot in collaboration with British Cycling.",0
The first edition was published in 2004.,0
The first encore is a fast polka.,0
The first European settlement of the Peninsula was Port Arthur in the early 1830s.,0
The first European settlers crossed Bass Strait landing near Geelong and worked their way up the Moorabool River with their sheep flocks.,0
The first ever Formula BMW World Final took place in Bahrain.,0
The first fiberglass baja kit was not introduced until 1969 by the Miller-Havens company.,0
"The First Fleet , of 11 ships , set sail on 13 May 1787.",0
The first fossils of modern cockroaches with internal ovipositors appear in the early Cretaceous.,0
The first geyser they saw was Old Faithful.,0
The first goal of any new artist or band was to get signed to a contract as soon as possible.,0
The first guy who persuaded a blind person they needed sunglasses - he must have been a hell of a salesman.,1
"The first half of the draft was televised live on TNN for two hours , as part of WWE 's flagship program , Raw.",0
The first inhabitants settled in the territory of today 's Ain about 15000 B.C..,0
The first instance of the name was during the British rule of India.,0
The first is the factor specific to an individual mental task : the individual abilities that would make a person more skilled at one cognitive task than another.,0
The first is the Koweta Mission Site.,0
The first is the Pritzker Family Children 's Zoo.,0
"The first issue was released on March 14 , 2007 by Dark Horse Comics.",0
The First Lady has entered the chamber. Keep up with the latest SOTU developments here: ,0
The first land sales in the area took place in 1837.,0
"The first London edition appeared in May 1852 , and sold 200,000 copies.",0
The first malacostracans appeared in the Cambrian.,0
The first modern shorthand systems were geometric.,0
"The first movement , called Introduzione by BartÃ³k , is a slow introduction of Night music type that gives way to an allegro with numerous fugato passages.",0
"The first of Strabo 's major works , Historical Sketches , written while he was in Rome , is nearly completely lost.",0
The first one is spiny and the second is soft.,0
"The first one started to power on July 10 , 2003.",0
The first one to be founded was the Arthur Ransome Club in Japan.,0
The first one was observed in 1989 by NASA 's Voyager 2 probe.,0
The first person who pulled an egg out from under a chicken's butt and ate it must have been really freaking hungry.,1
The first recorded use of amaranth as a color name in English was in 1690.,0
The first recorded use of amber as a color name in English was in 1500.,0
The first recorded use of beige as a color name in English was in 1887.,0
The first recorded use of byzantium as a color name in English was in 1926.,0
The first recorded use of carmine as a color name in English was in 1523.,0
The first recorded use of champagne as a color name in English was in 1915.,0
The first recorded use of coral as a color name in English was in 1513.,0
The first recorded use of mallow as a color name in English was in 1611.,0
The first recorded use of Maroon as a color name in English was in 1789.,0
The first recorded use of raspberry as a color name in English was in 1892.,0
The first recorded use of rose as a color name in English was in 1382.,0
The first recorded use of salmon as a color name in English was in 1776.,0
The first recorded use of silver as a color name in English was in 1481.,0
The first recorded use of Teal as a color name in English was in 1917.,0
The first records of a settlement can be dated back to the 12th century.,0
"The first Royal Rumble took place on January 24 , 1988 and was broadcast live on the USA Network.",0
The first rule for those with a bad memory: 1),1
"The first rule of OCD club is that there must be a second rule, so we have an even number of rules.",1
The first school was established in 1857.,0
"The first school was opened in a log house in January 1901 , and the first teacher was Eliza R. Black.",0
"The first session was presided over by the Soviet judge , Nikitchenko.",0
The first settlers arrived in 1821.,0
The first single from the album was `` Skip to the End '' released on May 15.,0
The first single was `` Hidin ' from Love '' in 1980 which was followed up by `` Give Me Your Love '' and `` Remember ''.,0
The first storm formed on May 25 and the last storm dissipated on November 3.,0
The first storm of 1979 was named Alice and the final one was named Ben.,0
"The first storm of the season , Allison lasted unusually long for a June storm , remaining tropical or subtropical for 15 days.",0
"The first suggestion for a name came from Galle , who proposed the name Janus.",0
"The first Sweet Children show took place on October 17 , 1987 , at Rod 's Hickory Pit in Vallejo , California where Armstrong 's mother was working.",0
The first template parameter is the Volcano Number and the second is an optional name.,0
"The first thirty locomotives were built by Electroputere in Romania , but these suffered from poor construction standards and many were withdrawn from service early.",0
"The first three genera contain viruses that cause influenza in vertebrates , including birds , humans , and other mammals.",0
"The first time I got a universal remote control, I thought to myself ""This changes everything"".",1
The first time I sang in the church choir about 200 hundred people changed their religion.,1
The first to 50 wins.,0
"The first to do so was Thales , who called this material Water.",0
"The first two conventions used German , and the last conference used only VolapÃ¼k.",0
The first two seasons appeared first in syndication ; seasons 3 and 4 appeared on the PAX network.,0
"The first two sections are meant to represent life , the last two death and transfiguration.",0
The first two were Buddhist Rajputs and the last two Hindu Brahmins.,0
The first use of `` taupe '' as a color name in English was in the early 1800s.,0
The first vest used by the team had vertical white and light blue stripes.,0
The first was the creation of life from inorganic matter.,0
"The first white explorer , George Wilson Evans , entered the Lachlan Valley in 1815.",0
"The first white settlers , the Ruffy brothers , arrived in 1836.",0
The first written mention of the town of DÃ¼sseldorf dates back to 1135.,0
"The five stages of Monday: Denial, Anger, Bargaining, Depression, Wine.",1
The flavor is aromatic and sweet.,0
"The following day , Hercules is working in the stables and sees something flit past the door , he goes to look but sees nothing.",0
"The following day , Tod and Copper admit their mistakes and are friends again.",0
The following day the women are still with the men.,0
The following list of cat breeds includes domestic cat breeds and domestic/wild hybrids.,0
The fore wing is white with a variable amount of black spots.,0
"The forester , also on his way home , sees the vixen and fires two shots at her , sending her running.",0
The Forester enters and lies down against a tree for a nap.,0
"The formation of the Isthmus of Panama joined the two continents two to three million years ago , precipitating the Great American Interchange , an important biogeographical event.",0
"The former English name was Sleswick-Holsatia , the Danish name is Slesvig-Holsten , the Low German name is Sleswig-Holsteen , and the North Frisian name is Slaswik-Holstiinj.",0
The fortresses thus lost their importance.,0
The foundations of this early fortress remain.,0
The four Gospels included in the New Testament have little to say about Mary Magdalene.,0
"The four most crucial words of mankind: righty-tighty, lefty-loosy",1
"The Francis turbine , named for him , is the first modern water turbine.",0
"The Free Software Foundation may publish new , revised versions of the GNU Free Documentation License from time to time.",0
"The friends then go a field , where they drink and laugh.",0
The front cover must present the full title with all words of the title equally prominent and visible.,0
"The fruit typically has numerous strings , which run between the skin and inner part.",0
The frustrated cannibal threw up his hands.,1
The full chorus goes : `` Throw the Jew down the well/So my country can be free/You must grab him by his horns/Then we have a big party . '',0
"The Full Moon Party is an all-night beach party that takes place in Haad Rin on the island of Ko Pha Ngan , Thailand on the night of every full moon.",0
The full name of the dish is ratatouille niÃ§oise.,0
The full name thus became ` Kongl.,0
"The funniest joke in the world isn't recorded. Every time someones tries to write it down, they die of laughter.",1
The Furthest Way About Is The Nearest Way Home,0
The future isn’t what it used to be.,1
"The game features eight levels , and can be played by one or two players.",0
The Game Is Not Worth The Candle,0
The game is set in the fictional location of Spiral Mountain where a bear named Banjo and a bird named Kazooie live.,0
"The garden dormouse can be recognized by black eye markings , relatively large ears , short hair , and a white tassel at the end of the tail.",0
The general rule involves two teams made from two up to five players each.,0
The genre in its current form dates back to the early 1950s.,0
The genus name must be unique inside each kingdom.,0
"The Georges Head Battery is located on Georges Head , in the suburb of Mosman in Sydney , New South Wales , Australia.",0
"The German Shepherd Dog , is a breed of large-sized dog that originated in Germany.",0
The German-speaking Community of Belgium is one of the three federal communities in Belgium.,0
The Germanic gods have left numerous traces in modern vocabulary and elements of every day western life in most Germanic language speaking countries.,0
The girl I lost my virginity to was retarded. I wanted my first time to be special.,1
"The glockenspiel 's range is limited to the upper register , and usually covers about two and a half to three octaves.",0
"The Glossy-mantled Manucode , Manucodia ater , is a medium-sized , around 42 cm long , glossed green , blue and purple black bird of paradise with a red iris , black bill , long graduated tail and somewhat elongated upper breast and neck feathers.",0
The good news is that I dethatched the lawn. The bad news is thats all the lawn is made of.,1
"The good thing about life is that even if you're crap at it, you're guaranteed at least two certificates.",1
The good thing about marriage is that you can have sex at anytime you want. As long as you are the one with the vagina.,1
The Gospel of John refers to one disciple as the one whom Jesus loved.,0
The government runs the Speak Good English Movement to emphasise the point.,0
The great albatrosses take over a year to raise a chick from laying to fledging.,0
The Great Barrier Reef Committee was set up in 1922 which carried out much of the early research on the reef.,0
The Great Barrier Reef Marine Park does not include the entire Great Barrier Reef Province.,0
"The Great Barrier Reef supports a diversity of life , including many vulnerable or endangered species , some of which may be endemic to the reef system.",0
"The Great Crested Grebe , Podiceps cristatus is a member of the grebe family of water birds.",0
"The Great Egret , also known as the Great White Egret or Common Egret or Great White Heron , and called kÅtuku in New Zealand , is a large egret.",0
The great Florentine painter Cimabue discovered Giotto drawing pictures of his sheep on a rock.,0
The Great Gerbil is a large gerbil found throughout much of Central Asia.,0
The Great Lakes hold 20 % of the world 's fresh water.,0
"The Great Nundle Dog Race , only open to working dogs , is run on the first Sunday in May and attracts many visitors.",0
The Great Prince allows Bambi to go with them.,0
"The Great Prince takes Bambi to a forest glade , saying that this was the place where he first met Bambi 's mother . Bambi asks what the Great Prince was like when he was Bambi 's age , and the Great Prince says that he was a lot like Bambi.",0
The Great Seal was first used publicly in 1782.,0
"The great white shark , Carcharodon carcharias , also known as great white , white pointer , white shark , or white death , is a large lamniform shark found in coastal surface waters in all major oceans . The great white shark is very well known for its size , because it can exceed 6 m in length and 2240 k in weight.",0
"The Greek work , however , did not extend to a full coordinate system.",0
The Greens argued that the fugu fish is well known to be a dangerous delicacy requiring specialized chefs who mostly come from Asia.,0
The group gives Wales full access to and.,0
"The guide describes and summarizes all of the key events that occur in Resident Evil Zero , Resident Evil , Resident Evil 2 , Resident Evil 3 , and Code : Veronica.",0
The Há» ChÃ­ Minh Museum in Hanoi is dedicated to his life and work.,0
"The habitable zone is the intersection of two regions that must both be favorable to life ; one within a planetary system , and the other within a galaxy.",0
"The happier Asian's get, the less they can see.",1
The hardest thing about business is keeping your own.,1
The Hardy brothers eventually caught the eyes of the World Wrestling Federation.,0
"The hash sign has two horizontal lines and two slanted lines , while the sharp sign has two vertical lines and two slanted lines.",0
The Hawaiian Islands have many craters that were formed by volcanoes. You might say that the islands are full of ash holes.,1
The Hawaiian name `` Mauna Loa '' means `` Long Mountain ''.,0
The head and thorax are white with the abdomen being yellow-orange with a row of black spots.,0
The head is also striped with yellow and black.,0
The head of Ornitholestes was relatively small.,0
The Heart That Once Truly Loves Never Forgets,0
The high-ranking executives who have taken heat in the FIFA scandal,0
"The Higher The Ape Goes, The More He Shows His Tail",0
"The highest point of the county is White Horse Hill , in the Vale of White Horse , reaching 261 metres.",0
The historical record from that time shows an early bringing to light of the devotion.,0
The History Channel +1. Where History repeats itself.,1
The history of Polish powiats goes back to the second half of the 14th century.,0
"The Hokkaido Wolf was larger than the HonshÅ« Wolf , more closely approaching the size of a regular Gray Wolf.",0
"The holidays included Washington 's Birthday , now celebrated as Presidents ' Day ; Veterans Day and Memorial Day . The change moved Memorial Day from its traditional May 30 date to the last Monday in May.",0
"The Hornets opted to keep their base of operations in Oklahoma City for the 2006 - 07 season due to the continued recovery efforts in New Orleans but promised to return to New Orleans full time , possibly as early as 2007.",0
"The horse-drawn wagons moved too slowly for the incoming tide , and many were lost.",0
The host would introduce the contestant or ask their name and hometown.,0
The hour is a unit of time.,0
The human penis is made up of three columns of tissue : two corpora cavernosa lie next to each other on the dorsal side and one corpus spongiosum lies between them on the ventral side.,0
The Hunchaks feared that this disregard would only escalate as time past.,0
The Hush Sound is currently on hiatus.,0
"The idea of a supercard featuring the two top promotions of the Monday Night Wars was considered to be a `` dream match '' scenario in the eyes of many fans , as it would allow the fans to see which promotion would be kayfabe superior.",0
The idea of the workhouse for the able bodied poor was first suggested in 1576.,0
The ideal example is the natural process of bees sealing of the honey in honeycomb cells with wax caps . The best honey is in the uncut honey combs.,0
The importance of visual input for balance is illustrated by its being harder to stand on one foot with eyes closed than with eyes open.,0
"The Indian Pacific also stops twice a week , as well as the Broken Hill Outback Xplorer service , run by CountryLink , which heads to Broken Hill on Mondays and Sydney on Tuesdays.",0
The infected mucosa of the mouth may appear inflamed.,0
The inhabitants primarily live on agriculture.,0
The input must be unformatted numeric values.,0
"The inspiration for Scooby-Doo 's creation as a Great Dane came from an employee of the Hanna-Barbera company , who bred this dog.",0
"The instructions are read by the bot once every 30 minutes , so changes you make here will take some time to be automatically reflected on pages serviced by the bots.",0
The instructions must name these values in order to distinguish them from one another.,0
The invention of the shovel was ground-breaking.,1
The invention of the shovel was groundbreaking.,1
The inventor of autocorrect went from zero to hero in a matter of seconds.,1
The inventor of predictive text has died. His funfair will be hello on Sundial.,1
The inventor of the world's first organic coffins made entirely out of vegetables has died. May he rest in peas.,1
The inventor of throat lozenges has died. There'll be no coffin at his funeral.,1
The invisible man married the invisible woman. Their kids were nothing to look at.,1
The Irvine Company 's Valencia operation later split from the company and became Sunkist.,0
The is the most prestigious horse race run in Japan.,0
The Islamabad Capital Territory is one of the two federal territories of Pakistan.,0
The islands are sometimes called Tomorrow Island and Yesterday Isle because the time in Big Diomede is 21 hours ahead of Little Diomede.,0
The Italians first thought of wooden holders.,0
"The journaling in NetApp WAFL file system gives atomicity by never updating the data in place , as does ZFS.",0
"The judge sided with Peters , but many astronomers and newspapers sided with Borst.",0
The jumper I got for Xmas kept picking up static electricity so I took it back to the shop &amp; exchanged it for another one. Free of charge.,1
The jumper I got for Xmas kept picking up static electricity so I took it back to the shop and exchanged it for another one. Free of charge.,1
"The jungle cat , also called the swamp lynx , is a medium-small cat and today considered the largest remaining species of the wild cat genus Felis.",0
The Kavirondo have great faith in divination from the entrails of a sheep.,0
"The Kavirondo keep cattle , sheep , goats , fowls and a few dogs.",0
The keepers ' cottages are today let as holiday houses.,0
The key factor to distinguish them is to look at how many instructions the processor can issue in one cycle and how many threads from which the instructions come.,0
The kids next Door have challenged me to a water fight. I'm updating twitter while I wait for the kettle to boil.,1
The king comes back in at this moment and thinks Haman is assaulting the queen ; this makes him angrier than before and he orders Haman hanged on the gallows that had been prepared for Mordechai.,0
"The kit today remains royal blue shirts , white shorts and white socks although when playing teams away who also wear white shorts Everton typically wear all blue.",0
"The Komodo dragon has a tail as long as its body , as well as about 60 frequently replaced serrated teeth that can measure up to 2.5 centimeters in length.",0
The Korean alphabet hangul was also invented during this time by King Sejong the Great.,0
The Kyneton Cup is on the day after Melbourne Cup day.,0
"The label on my biscuits said ""Store in a cool place ""So I mailed them to Samuel L Jackson's house.",1
"The language 's basic sound , along with a few words , was first devised by actor James Doohan for.",0
The language is also one of the many official languages in India.,0
The language monument at Paarl wasn't the first monument to commemorate Afrikaans.,0
"The largest animals generally eat first , while the smaller ones follow a hierarchy.",0
"The larva is shiny red , with middorsal silver spots edged with black.",0
"The last , a theological encyclopedia , was published in 1549 , but the last but one , intended to include his medical work , was never finished.",0
"The last battle takes place later in life , after returning to Geatland , where Beowulf has become king.",0
The Last Drop Makes The Cup Run Over,0
The last Mamodo standing without their book burnt is the new Mamodo king.,0
"The last members of the class were withdrawn in 1991 , and none were preserved.",0
The last of five teens accused of raping woman in Brooklyn playground taken into custody:   ,0
The Last Olympian received overwhelmingly positive reviews.,0
The Last Olympian revolves around the demigod Perseus Jackson as he leads his friends in a last stand to protect Mount Olympus.,0
"The Last Olympian was released May 5 , 2009.",0
"The last one started to power on September 7 , 2005.",0
"The last passenger service was on May 28 , 1977.",0
The last piece of that Butterfinger I ate in '07 finally came out of my teeth.,1
The last recorded oiran was in 1761.,0
The Last Straw Breaks The Camel's Back,0
The last thing I want to do is hurt you. But it's still on the list.,1
"The last time I saw my sister was at an Oasis concert. I was standing in the croud shouting ""Go Oasis Go!"". I haven't seen her since.",1
The last time the Brooklyn franchise won a World Championship was in 1900.,0
The last two cores introduced specific artwork that defined them.,0
The last two or three survivors face a jury historically comprising of at least the last seven players voted off.,0
The last two words of the name can also be found as `` Binladen '' or `` Binladin ''.,0
"The latter , Ingo Heinrich , who was responsible for the mortal shot in the heart , was at first sentenced to three and a half years of jail.",0
"The latter association placed her among the first black women to work with a white orchestra , an arrangement that went against the tenor of the times.",0
"The latter half of the previous season follows two storylines , as such the cast is roughly divided into two groups.",0
The leg never healed properly.,0
The legend is that one day two hunters were chasing a wild boar.,0
"The lemming oath: ""Repeat after me.""",1
The Leopard Cannot Change Its Spots,0
The letter 'q' needs to get a real job.,1
The letters sent to China by major powers over concerns on new or planned laws.  ,0
The liberum veto and all the old abuses of the last one and a half centuries were guaranteed as unalterable parts of this new constitution.,0
The lines wouldn't meet until 2003.,0
The lists are used in rotating order without regard to year ; the first name for a new year is the next name that was not used the previous year.,0
"The little town is well known for the Rhine Falls , a tourist attraction and mainland Europe 's largest waterfall.",0
The live album and DVD One Crimson Night was released in February 2003.,0
The Live Oak is the State Tree of Georgia.,0
The Live Vision is a webcam designed for the Xbox 360 and Xbox Live.,0
"The local convent has no security around the building, so I helped myself. No fence. Nun taken.",1
"The local kids are all scared of the custard and jelly covered house at the end of our street. I've no idea why, it's obviously desserted.",1
The local name for them is Cagafogo.,0
